labTestId:ID,itemId,label,fluid,category,:LABEL
lt_51836,51836,<Albumin>,Other Body Fluid,Chemistry,LabTest
lt_51830,51830,Acid BAO,Other Body Fluid,Chemistry,LabTest
lt_51879,51879,Neisseria gonorrhoeae,Other Body Fluid,Chemistry,LabTest
lt_51799,51799,"PEP, CSF, Gamma Region",Cerebrospinal Fluid,Chemistry,LabTest
lt_51785,51785,"Cholesterol, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51800,51800,"Potassium, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51795,51795,"Lactate Dehydrogenase, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51790,51790,"Glucose, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51788,51788,Cryptococ,Cerebrospinal Fluid,Chemistry,LabTest
lt_51794,51794,"Immunoglobulin G, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51806,51806,Voided Specimen,Cerebrospinal Fluid,Chemistry,LabTest
lt_51789,51789,Fl Scan,Cerebrospinal Fluid,Chemistry,LabTest
lt_51793,51793,"Immunoglobulin G, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51796,51796,"Miscellaneous, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51787,51787,"Creatinine, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51802,51802,"Total Protein, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51778,51778,Alpha-1,Cerebrospinal Fluid,Chemistry,LabTest
lt_51779,51779,Alpha-2,Cerebrospinal Fluid,Chemistry,LabTest
lt_51792,51792,"Immunoelectrophoresis, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51780,51780,"Amylase, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51782,51782,"Bicarbonate, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51805,51805,"Uric Acid, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51783,51783,"Bilirubin, Total, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51776,51776,<Albumin>,Cerebrospinal Fluid,Chemistry,LabTest
lt_51775,51775,(Albumin),Cerebrospinal Fluid,Chemistry,LabTest
lt_51777,51777,"Albumin, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51801,51801,"Sodium, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51798,51798,"PEP, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51786,51786,Clostrid,Cerebrospinal Fluid,Chemistry,LabTest
lt_51797,51797,"Osmolality, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51784,51784,"Chloride, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51791,51791,HIV 1 Viral Load,Cerebrospinal Fluid,Chemistry,LabTest
lt_51803,51803,"Triglycerides, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51804,51804,"Urea Nitrogen, CSF",Cerebrospinal Fluid,Chemistry,LabTest
lt_51781,51781,Beta,Cerebrospinal Fluid,Chemistry,LabTest
lt_52290,52290,Dna,I,Hematology,LabTest
lt_52398,52398,FL2-%FL1,Q,Hematology,LabTest
lt_52397,52397,FL2-D,Q,Hematology,LabTest
lt_52401,52401,SSC-D,Q,Hematology,LabTest
lt_52396,52396,FL1-S,Q,Hematology,LabTest
lt_52402,52402,SSC-S,Q,Hematology,LabTest
lt_52395,52395,FL1-%FL2,Q,Hematology,LabTest
lt_52400,52400,FSC-S,Q,Hematology,LabTest
lt_52394,52394,FL1-D,Q,Hematology,LabTest
lt_52399,52399,FL2-S,Q,Hematology,LabTest
lt_51138,51138,Anticardiolipin Antibody IgG,Blood,Hematology,LabTest
lt_51163,51163,CD16/56%,Blood,Hematology,LabTest
lt_51201,51201,Epinepherine,Blood,Hematology,LabTest
lt_51229,51229,"Heparin, LMW",Blood,Hematology,LabTest
lt_51254,51254,Monocytes,Blood,Hematology,LabTest
lt_51259,51259,Other Cells,Blood,Hematology,LabTest
lt_52145,52145,Mono Spot Test,Blood,Hematology,LabTest
lt_52169,52169,QFib,Blood,Hematology,LabTest
lt_52205,52205,RetScat,Blood,Hematology,LabTest
lt_52769,52769,Absolute Lymphocyte Count,Blood,Hematology,LabTest
lt_52853,52853,Factor XII,Blood,Hematology,LabTest
lt_51155,51155,CD11c,Blood,Hematology,LabTest
lt_51267,51267,Poikilocytosis,Blood,Hematology,LabTest
lt_51273,51273,"Protein S, Functional",Blood,Hematology,LabTest
lt_51280,51280,Reptilase Time,Blood,Hematology,LabTest
lt_52092,52092,CD56 %,Blood,Hematology,LabTest
lt_52130,52130,Histiocytes,Blood,Hematology,LabTest
lt_52138,52138,Kct,Blood,Hematology,LabTest
lt_52154,52154,P2Y12 Reaction Units,Blood,Hematology,LabTest
lt_52934,52934,"Reticulocyte Count, Manual",Blood,Hematology,LabTest
lt_51189,51189,CD57,Blood,Hematology,LabTest
lt_51205,51205,Factor VII,Blood,Hematology,LabTest
lt_51252,51252,Microcytes,Blood,Hematology,LabTest
lt_51279,51279,Red Blood Cells,Blood,Hematology,LabTest
lt_51291,51291,Sickle Cells,Blood,Hematology,LabTest
lt_52083,52083,Autohem+g,Blood,Hematology,LabTest
lt_52186,52186,Test,Blood,Hematology,LabTest
lt_51167,51167,CD2,Blood,Hematology,LabTest
lt_52098,52098,Clot Lysis,Blood,Hematology,LabTest
lt_52113,52113,Factor IX Inhibitor,Blood,Hematology,LabTest
lt_52189,52189,Thrombin Time Control,Blood,Hematology,LabTest
lt_52204,52204,RBCDist,Blood,Hematology,LabTest
lt_51187,51187,CD55,Blood,Hematology,LabTest
lt_51230,51230,HLA-DR,Blood,Hematology,LabTest
lt_51233,51233,Hypochromia,Blood,Hematology,LabTest
lt_52135,52135,Immature Granulocytes,Blood,Hematology,LabTest
lt_52181,52181,Stomatocyte,Blood,Hematology,LabTest
lt_52195,52195,Voided Specimen,Blood,Hematology,LabTest
lt_51224,51224,Hemoglobin C,Blood,Hematology,LabTest
lt_51276,51276,Quantitative G6PD,Blood,Hematology,LabTest
lt_52082,52082,Aspirin Reactivity,Blood,Hematology,LabTest
lt_52096,52096,Chloroacetate,Blood,Hematology,LabTest
lt_52144,52144,Methemoglobin,Blood,Hematology,LabTest
lt_52146,52146,Naphtol Acetate Stain,Blood,Hematology,LabTest
lt_52163,52163,PT Control,Blood,Hematology,LabTest
lt_51180,51180,"CD4 Cells, Percent",Blood,Hematology,LabTest
lt_52077,52077,Acidserum,Blood,Hematology,LabTest
lt_52102,52102,Crenated Cells,Blood,Hematology,LabTest
lt_52103,52103,Cross Imm,Blood,Hematology,LabTest
lt_52147,52147,NEUTX,Blood,Hematology,LabTest
lt_52156,52156,Peroxidase Staining,Blood,Hematology,LabTest
lt_52159,52159,Platelet Aggregation,Blood,Hematology,LabTest
lt_51135,51135,ADP,Blood,Hematology,LabTest
lt_51153,51153,CD103,Blood,Hematology,LabTest
lt_51268,51268,Polychromasia,Blood,Hematology,LabTest
lt_52203,52203,RBCAgg,Blood,Hematology,LabTest
lt_52208,52208,BasoFlg,Blood,Hematology,LabTest
lt_51143,51143,Atypical Lymphocytes,Blood,Hematology,LabTest
lt_51147,51147,Bite Cells,Blood,Hematology,LabTest
lt_51184,51184,CD5,Blood,Hematology,LabTest
lt_51196,51196,D-Dimer,Blood,Hematology,LabTest
lt_51199,51199,Eosinophil Count,Blood,Hematology,LabTest
lt_52173,52173,Red Blood Cell Enzyme,Blood,Hematology,LabTest
lt_52215,52215,ATLFlg,Blood,Hematology,LabTest
lt_51154,51154,CD117,Blood,Hematology,LabTest
lt_52115,52115,Fibrinoge,Blood,Hematology,LabTest
lt_52182,52182,Sudan Black Staining,Blood,Hematology,LabTest
lt_51142,51142,Arachadonic Acid,Blood,Hematology,LabTest
lt_51177,51177,CD33,Blood,Hematology,LabTest
lt_51178,51178,CD34,Blood,Hematology,LabTest
lt_51217,51217,Glyco A,Blood,Hematology,LabTest
lt_51244,51244,Lymphocytes,Blood,Hematology,LabTest
lt_52153,52153,Other Inhibitor,Blood,Hematology,LabTest
lt_52174,52174,"Reptilase Time, Control",Blood,Hematology,LabTest
lt_52188,52188,Thrombin Time Control,Blood,Hematology,LabTest
lt_51150,51150,Blood Parasite Smear,Blood,Hematology,LabTest
lt_51169,51169,CD20 %,Blood,Hematology,LabTest
lt_51227,51227,Hemogloblin S,Blood,Hematology,LabTest
lt_51272,51272,"Protein S, Antigen",Blood,Hematology,LabTest
lt_51290,51290,Sickle Cell Preparation,Blood,Hematology,LabTest
lt_52072,52072,Absolute CD56 Count,Blood,Hematology,LabTest
lt_52084,52084,Autohem-g,Blood,Hematology,LabTest
lt_52219,52219,WBCScat,Blood,Hematology,LabTest
lt_51186,51186,CD5 Absolute Count,Blood,Hematology,LabTest
lt_51188,51188,CD56,Blood,Hematology,LabTest
lt_51245,51245,"Lymphocytes, Percent",Blood,Hematology,LabTest
lt_52095,52095,CD62,Blood,Hematology,LabTest
lt_52120,52120,Fitzgerld,Blood,Hematology,LabTest
lt_52160,52160,Prekallekrein,Blood,Hematology,LabTest
lt_52178,52178,SCT - Normalized Ratio,Blood,Hematology,LabTest
lt_52187,52187,Thrombin Time,Blood,Hematology,LabTest
lt_52921,52921,PT,Blood,Hematology,LabTest
lt_52126,52126,Heinz Aph,Blood,Hematology,LabTest
lt_52190,52190,Tissue Thromboplastin Inhibitor,Blood,Hematology,LabTest
lt_51132,51132,Absolute CD8 Count,Blood,Hematology,LabTest
lt_51140,51140,Antithrombin,Blood,Hematology,LabTest
lt_51141,51141,APT Test,Blood,Hematology,LabTest
lt_51212,51212,Fetal Hemoglobin,Blood,Hematology,LabTest
lt_51214,51214,"Fibrinogen, Functional",Blood,Hematology,LabTest
lt_51235,51235,Inhibitor Screen,Blood,Hematology,LabTest
lt_52093,52093,CD56 Absolute Count,Blood,Hematology,LabTest
lt_52139,52139,LE Prep,Blood,Hematology,LabTest
lt_52210,52210,LeftShf,Blood,Hematology,LabTest
lt_51270,51270,"Protein C, Antigen",Blood,Hematology,LabTest
lt_52091,52091,CD52,Blood,Hematology,LabTest
lt_52111,52111,Echinocytes,Blood,Hematology,LabTest
lt_51202,51202,Factor II,Blood,Hematology,LabTest
lt_51234,51234,Immunophenotyping,Blood,Hematology,LabTest
lt_51255,51255,Myelocytes,Blood,Hematology,LabTest
lt_52086,52086,Bleed Tm,Blood,Hematology,LabTest
lt_52129,52129,Hemoglobin Other,Blood,Hematology,LabTest
lt_52200,52200,PltDist,Blood,Hematology,LabTest
lt_52206,52206,RetFlg,Blood,Hematology,LabTest
lt_51208,51208,Factor X,Blood,Hematology,LabTest
lt_51226,51226,Hemogloblin A,Blood,Hematology,LabTest
lt_52107,52107,dRVVT - Confirmation,Blood,Hematology,LabTest
lt_52136,52136,Inhibitor,Blood,Hematology,LabTest
lt_52786,52786,Bleeding Time,Blood,Hematology,LabTest
lt_51146,51146,Basophils,Blood,Hematology,LabTest
lt_51182,51182,CD41,Blood,Hematology,LabTest
lt_51260,51260,Ovalocytes,Blood,Hematology,LabTest
lt_51139,51139,Anticardiolipin Antibody IgM,Blood,Hematology,LabTest
lt_52116,52116,Fibrinogen,Blood,Hematology,LabTest
lt_52162,52162,Protein S,Blood,Hematology,LabTest
lt_52172,52172,RDW-SD,Blood,Hematology,LabTest
lt_52192,52192,Trap Stain,Blood,Hematology,LabTest
lt_51210,51210,Factor XII,Blood,Hematology,LabTest
lt_51240,51240,Large Platelets,Blood,Hematology,LabTest
lt_51249,51249,MCHC,Blood,Hematology,LabTest
lt_51258,51258,Osmotic Fragility,Blood,Hematology,LabTest
lt_51281,51281,Reptilase Time Control,Blood,Hematology,LabTest
lt_52068,52068,24 Hr,Blood,Hematology,LabTest
lt_52220,52220,wbcp,Blood,Hematology,LabTest
lt_51174,51174,CD3 %,Blood,Hematology,LabTest
lt_51176,51176,"CD3 Cells, Percent",Blood,Hematology,LabTest
lt_51269,51269,Promyelocytes,Blood,Hematology,LabTest
lt_52168,52168,Pyruvate Kinase,Blood,Hematology,LabTest
lt_51134,51134,Acanthocytes,Blood,Hematology,LabTest
lt_51215,51215,FMC-7,Blood,Hematology,LabTest
lt_51264,51264,Platelet Clumps,Blood,Hematology,LabTest
lt_51283,51283,"Reticulocyte Count, Automated",Blood,Hematology,LabTest
lt_52152,52152,"Osmotic Fragility, Incubated",Blood,Hematology,LabTest
lt_52948,52948,Thrombin,Blood,Hematology,LabTest
lt_51162,51162,CD16/56 Absolute Count,Blood,Hematology,LabTest
lt_51181,51181,CD4/CD8 Ratio,Blood,Hematology,LabTest
lt_51203,51203,Factor IX,Blood,Hematology,LabTest
lt_51253,51253,Monocyte Count,Blood,Hematology,LabTest
lt_52071,52071,Absolute CD20 Count,Blood,Hematology,LabTest
lt_52080,52080,Asd,Blood,Hematology,LabTest
lt_52201,52201,PltScat,Blood,Hematology,LabTest
lt_51158,51158,CD14,Blood,Hematology,LabTest
lt_51168,51168,CD20,Blood,Hematology,LabTest
lt_51237,51237,INR(PT),Blood,Hematology,LabTest
lt_51295,51295,TdT,Blood,Hematology,LabTest
lt_52081,52081,ASD & NA-F,Blood,Hematology,LabTest
lt_52108,52108,dRVVT - Normalized Ratio,Blood,Hematology,LabTest
lt_52150,52150,Non-Specific Esterase,Blood,Hematology,LabTest
lt_52171,52171,RBC Morphology,Blood,Hematology,LabTest
lt_51164,51164,CD19,Blood,Hematology,LabTest
lt_51170,51170,CD20 Absolute Count,Blood,Hematology,LabTest
lt_51231,51231,Howell-Jolly Bodies,Blood,Hematology,LabTest
lt_51278,51278,Red Blood Cell Fragments,Blood,Hematology,LabTest
lt_51299,51299,Von Willebrand Factor Antigen,Blood,Hematology,LabTest
lt_52094,52094,CD61,Blood,Hematology,LabTest
lt_52124,52124,G6pd Spec,Blood,Hematology,LabTest
lt_52185,52185,TCR Gamma-Delta,Blood,Hematology,LabTest
lt_52212,52212,MonoFlg,Blood,Hematology,LabTest
lt_52213,52213,NRBCFlg,Blood,Hematology,LabTest
lt_52858,52858,Fibrin Degradation Products,Blood,Hematology,LabTest
lt_51157,51157,CD138,Blood,Hematology,LabTest
lt_51171,51171,CD22,Blood,Hematology,LabTest
lt_51179,51179,CD38,Blood,Hematology,LabTest
lt_51133,51133,Absolute Lymphocyte Count,Blood,Hematology,LabTest
lt_51197,51197,Elliptocytes,Blood,Hematology,LabTest
lt_51211,51211,Factor XIII,Blood,Hematology,LabTest
lt_52164,52164,PT Mean,Blood,Hematology,LabTest
lt_52199,52199,FragFlg,Blood,Hematology,LabTest
lt_52218,52218,IG Flg,Blood,Hematology,LabTest
lt_52840,52840,Factor IX,Blood,Hematology,LabTest
lt_51136,51136,Alpha Antiplasmin,Blood,Hematology,LabTest
lt_51145,51145,Basophilic Stippling,Blood,Hematology,LabTest
lt_51195,51195,Collagen,Blood,Hematology,LabTest
lt_52087,52087,CD15/56,Blood,Hematology,LabTest
lt_52176,52176,Rouleaux,Blood,Hematology,LabTest
lt_52202,52202,PltClmp,Blood,Hematology,LabTest
lt_51183,51183,CD45,Blood,Hematology,LabTest
lt_51241,51241,Leukocyte Alkaline Phosphatase,Blood,Hematology,LabTest
lt_52085,52085,Bleed Tm,Blood,Hematology,LabTest
lt_52101,52101,Cr,Blood,Hematology,LabTest
lt_52109,52109,dRVVT - Screen,Blood,Hematology,LabTest
lt_52128,52128,Hemoglobin H Inclusion,Blood,Hematology,LabTest
lt_52141,52141,Malaria Smear,Blood,Hematology,LabTest
lt_52155,52155,Periodic Acid Schiff Stain,Blood,Hematology,LabTest
lt_52844,52844,Factor VII,Blood,Hematology,LabTest
lt_51185,51185,CD5 %,Blood,Hematology,LabTest
lt_51198,51198,Envelope Cells,Blood,Hematology,LabTest
lt_51222,51222,Hemoglobin,Blood,Hematology,LabTest
lt_51284,51284,"Reticulocyte Count, Manual",Blood,Hematology,LabTest
lt_52184,52184,TCR Alpha-Beta,Blood,Hematology,LabTest
lt_52193,52193,Viii Ag,Blood,Hematology,LabTest
lt_51243,51243,Lupus Anticoagulant,Blood,Hematology,LabTest
lt_51251,51251,Metamyelocytes,Blood,Hematology,LabTest
lt_51285,51285,"Reticulocyte, Cellular Hemoglobin",Blood,Hematology,LabTest
lt_52099,52099,Clot Retraction,Blood,Hematology,LabTest
lt_52132,52132,HIT-Ab Numerical Result,Blood,Hematology,LabTest
lt_52177,52177,SCT - Confirmation,Blood,Hematology,LabTest
lt_52838,52838,Factor II,Blood,Hematology,LabTest
lt_51131,51131,Absolute CD4 Count,Blood,Hematology,LabTest
lt_51262,51262,Pencil Cells,Blood,Hematology,LabTest
lt_51265,51265,Platelet Count,Blood,Hematology,LabTest
lt_52088,52088,CD 1a,Blood,Hematology,LabTest
lt_52089,52089,CD30,Blood,Hematology,LabTest
lt_52161,52161,Problem Specimen,Blood,Hematology,LabTest
lt_52207,52207,TurbHbI,Blood,Hematology,LabTest
lt_52842,52842,Factor V,Blood,Hematology,LabTest
lt_51207,51207,Factor VIII Inhibitor,Blood,Hematology,LabTest
lt_51221,51221,Hematocrit,Blood,Hematology,LabTest
lt_51223,51223,Hemoglobin A2,Blood,Hematology,LabTest
lt_51277,51277,RDW,Blood,Hematology,LabTest
lt_51287,51287,Schistocytes,Blood,Hematology,LabTest
lt_51292,51292,Spherocytes,Blood,Hematology,LabTest
lt_51298,51298,Von Willebrand Factor Activity,Blood,Hematology,LabTest
lt_52125,52125,Glutathione,Blood,Hematology,LabTest
lt_52157,52157,Plasma Hemoglobin,Blood,Hematology,LabTest
lt_52191,52191,Tr- Acid,Blood,Hematology,LabTest
lt_52214,52214,AbnLymp,Blood,Hematology,LabTest
lt_52846,52846,Factor VIII,Blood,Hematology,LabTest
lt_51130,51130,Absolute CD3 Count,Blood,Hematology,LabTest
lt_51271,51271,"Protein C, Functional",Blood,Hematology,LabTest
lt_51302,51302,Young Cells,Blood,Hematology,LabTest
lt_52069,52069,Absolute Basophil Count,Blood,Hematology,LabTest
lt_52122,52122,Fsp,Blood,Hematology,LabTest
lt_52148,52148,NEUTY,Blood,Hematology,LabTest
lt_52170,52170, Rbc,Blood,Hematology,LabTest
lt_52196,52196,WAM Manual Diff,Blood,Hematology,LabTest
lt_52851,52851,Factor XI,Blood,Hematology,LabTest
lt_52855,52855,Factor XIII,Blood,Hematology,LabTest
lt_51156,51156,CD13,Blood,Hematology,LabTest
lt_51175,51175,CD3 Absolute Count,Blood,Hematology,LabTest
lt_52097,52097,Circ Ab,Blood,Hematology,LabTest
lt_52106,52106,Donath-l,Blood,Hematology,LabTest
lt_52112,52112,Euglobulin Lysis,Blood,Hematology,LabTest
lt_52216,52216,BlasFlg,Blood,Hematology,LabTest
lt_51213,51213,Fibrin Degradation Products,Blood,Hematology,LabTest
lt_51257,51257,Nucleated Red Cells,Blood,Hematology,LabTest
lt_51300,51300,WBC Count,Blood,Hematology,LabTest
lt_52075,52075,Absolute Neutrophil Count,Blood,Hematology,LabTest
lt_52105,52105,Direct Antiplatelet Antibodies,Blood,Hematology,LabTest
lt_52123,52123,"G6PD, Qualitative",Blood,Hematology,LabTest
lt_52131,52131,HIT-Ab Interpreted Result,Blood,Hematology,LabTest
lt_52179,52179,SCT - Screen,Blood,Hematology,LabTest
lt_51137,51137,Anisocytosis,Blood,Hematology,LabTest
lt_51152,51152,CD10,Blood,Hematology,LabTest
lt_51200,51200,Eosinophils,Blood,Hematology,LabTest
lt_51266,51266,Platelet Smear,Blood,Hematology,LabTest
lt_52073,52073,Absolute Eosinophil Count,Blood,Hematology,LabTest
lt_52140,52140,LS,Blood,Hematology,LabTest
lt_52849,52849,Factor X,Blood,Hematology,LabTest
lt_51149,51149,Bleeding Time,Blood,Hematology,LabTest
lt_51236,51236,Inpatient Hematology/Oncology Smear,Blood,Hematology,LabTest
lt_51294,51294,Target Cells,Blood,Hematology,LabTest
lt_51296,51296,Teardrop Cells,Blood,Hematology,LabTest
lt_52175,52175,Ristocetin Response,Blood,Hematology,LabTest
lt_52197,52197,WAM MANUAL DIFF 2,Blood,Hematology,LabTest
lt_52198,52198,ErytFlg,Blood,Hematology,LabTest
lt_51144,51144,Bands,Blood,Hematology,LabTest
lt_51218,51218,Granulocyte Count,Blood,Hematology,LabTest
lt_51232,51232,Hypersegmented Neutrophils,Blood,Hematology,LabTest
lt_51238,51238,Kappa,Blood,Hematology,LabTest
lt_51239,51239,Lambda,Blood,Hematology,LabTest
lt_51256,51256,Neutrophils,Blood,Hematology,LabTest
lt_51297,51297,Thrombin,Blood,Hematology,LabTest
lt_52104,52104,Cryoglob,Blood,Hematology,LabTest
lt_52110,52110,DSmear,Blood,Hematology,LabTest
lt_52137,52137,Inh Scr,Blood,Hematology,LabTest
lt_52180,52180,STA-CLOT,Blood,Hematology,LabTest
lt_51166,51166,CD19 Absolute Count,Blood,Hematology,LabTest
lt_51191,51191,CD64,Blood,Hematology,LabTest
lt_51225,51225,Hemoglobin F,Blood,Hematology,LabTest
lt_51286,51286,Ristocetin,Blood,Hematology,LabTest
lt_51288,51288,Sedimentation Rate,Blood,Hematology,LabTest
lt_51172,51172,CD23,Blood,Hematology,LabTest
lt_51190,51190,CD59,Blood,Hematology,LabTest
lt_51247,51247,MacroOvalocytes,Blood,Hematology,LabTest
lt_52133,52133,Hmwk,Blood,Hematology,LabTest
lt_52158,52158,Plasminogen,Blood,Hematology,LabTest
lt_51165,51165,CD19 %,Blood,Hematology,LabTest
lt_51250,51250,MCV,Blood,Hematology,LabTest
lt_51274,51274,PT,Blood,Hematology,LabTest
lt_51293,51293,Sugar Water Test,Blood,Hematology,LabTest
lt_52078,52078,Antithrombin III,Blood,Hematology,LabTest
lt_52165,52165,PTT Control,Blood,Hematology,LabTest
lt_52166,52166,PTT-LA,Blood,Hematology,LabTest
lt_51220,51220,Heinz Body Prep,Blood,Hematology,LabTest
lt_51242,51242,LUC,Blood,Hematology,LabTest
lt_51263,51263,Plasma Cells,Blood,Hematology,LabTest
lt_51275,51275,PTT,Blood,Hematology,LabTest
lt_52119,52119,Fitzgerld,Blood,Hematology,LabTest
lt_52127,52127,Helmet Cells,Blood,Hematology,LabTest
lt_52183,52183,Sulf Hgb,Blood,Hematology,LabTest
lt_51204,51204,Factor V,Blood,Hematology,LabTest
lt_51219,51219,H/O Smear,Blood,Hematology,LabTest
lt_51261,51261,Pappenheimer Bodies,Blood,Hematology,LabTest
lt_52167,52167,PTT mea,Blood,Hematology,LabTest
lt_52889,52889,Lupus Anticoagulant,Blood,Hematology,LabTest
lt_52929,52929,Reptilase Time,Blood,Hematology,LabTest
lt_52070,52070,Absolute CD19 Count,Blood,Hematology,LabTest
lt_52114,52114,Factor VIII Antigen,Blood,Hematology,LabTest
lt_52117,52117,"Fibrinogen, Immunologic",Blood,Hematology,LabTest
lt_52209,52209,EosFlg,Blood,Hematology,LabTest
lt_52217,52217,Bl/AbLy,Blood,Hematology,LabTest
lt_51161,51161,CD16,Blood,Hematology,LabTest
lt_51209,51209,Factor XI,Blood,Hematology,LabTest
lt_51228,51228,Heparin,Blood,Hematology,LabTest
lt_52090,52090,CD42,Blood,Hematology,LabTest
lt_52149,52149,NFletcher,Blood,Hematology,LabTest
lt_52151,52151,NRBC,Blood,Hematology,LabTest
lt_52211,52211,LymFlg,Blood,Hematology,LabTest
lt_51159,51159,CD15,Blood,Hematology,LabTest
lt_51193,51193,CD71,Blood,Hematology,LabTest
lt_51216,51216,Fragmented Cells,Blood,Hematology,LabTest
lt_52079,52079,ASA Tol,Blood,Hematology,LabTest
lt_52143,52143,Methemalb,Blood,Hematology,LabTest
lt_52194,52194,VIII-CIE,Blood,Hematology,LabTest
lt_51148,51148,Blasts,Blood,Hematology,LabTest
lt_51192,51192,CD7,Blood,Hematology,LabTest
lt_51206,51206,Factor VIII,Blood,Hematology,LabTest
lt_51248,51248,MCH,Blood,Hematology,LabTest
lt_51282,51282,"Reticulocyte Count, Absolute",Blood,Hematology,LabTest
lt_51289,51289,Serum Viscosity,Blood,Hematology,LabTest
lt_51301,51301,White Blood Cells,Blood,Hematology,LabTest
lt_52074,52074,Absolute Monocyte Count,Blood,Hematology,LabTest
lt_52100,52100,Clot Time,Blood,Hematology,LabTest
lt_52142,52142,Mean Platelet Volume,Blood,Hematology,LabTest
lt_52923,52923,PTT,Blood,Hematology,LabTest
lt_51173,51173,CD25,Blood,Hematology,LabTest
lt_51194,51194,"CD8 Cells, Percent",Blood,Hematology,LabTest
lt_51246,51246,Macrocytes,Blood,Hematology,LabTest
lt_52076,52076,Acid Phosphatase Stain,Blood,Hematology,LabTest
lt_52121,52121,Fletcher,Blood,Hematology,LabTest
lt_52134,52134,IG,Blood,Hematology,LabTest
lt_52403,52403,Bile,Stool,Hematology,LabTest
lt_52406,52406,Voided Specimen,Stool,Hematology,LabTest
lt_52405,52405,Prblm,Stool,Hematology,LabTest
lt_52407,52407,WBC,Stool,Hematology,LabTest
lt_51460,51460,"Blood, Occult",Stool,Hematology,LabTest
lt_52404,52404,Fat,Stool,Hematology,LabTest
lt_51476,51476,Epithelial Cells,Urine,Hematology,LabTest
lt_52425,52425,XUCU,Urine,Hematology,LabTest
lt_52423,52423,SKIP,Urine,Hematology,LabTest
lt_52416,52416,Myoglobin,Urine,Hematology,LabTest
lt_51491,51491,pH,Urine,Hematology,LabTest
lt_51479,51479,Granular Casts,Urine,Hematology,LabTest
lt_51502,51502,Trichomonas,Urine,Hematology,LabTest
lt_52424,52424,RFXUCU,Urine,Hematology,LabTest
lt_52408,52408,Bacturia,Urine,Hematology,LabTest
lt_52419,52419,Voided Specimen,Urine,Hematology,LabTest
lt_51467,51467,Broad Casts,Urine,Hematology,LabTest
lt_51477,51477,Free Fat,Urine,Hematology,LabTest
lt_51483,51483,Hyphenated Yeast,Urine,Hematology,LabTest
lt_51501,51501,Transitional Epithelial Cells,Urine,Hematology,LabTest
lt_51503,51503,Triple Phosphate Crystals,Urine,Hematology,LabTest
lt_51511,51511,Urine Fat Bodies,Urine,Hematology,LabTest
lt_51474,51474,Eosinophils,Urine,Hematology,LabTest
lt_51462,51462,Amorphous Crystals,Urine,Hematology,LabTest
lt_51465,51465,Bilirubin Crystals,Urine,Hematology,LabTest
lt_51473,51473,Cysteine Crystals,Urine,Hematology,LabTest
lt_51509,51509,Urine Comments,Urine,Hematology,LabTest
lt_51514,51514,Urobilinogen,Urine,Hematology,LabTest
lt_51461,51461,Ammonium Biurate,Urine,Hematology,LabTest
lt_51478,51478,Glucose,Urine,Hematology,LabTest
lt_51485,51485,Leucine Crystals,Urine,Hematology,LabTest
lt_51496,51496,"Reducing Substances, Urine",Urine,Hematology,LabTest
lt_52426,52426,UCU1,Urine,Hematology,LabTest
lt_51510,51510,"Urine Crystals, Other",Urine,Hematology,LabTest
lt_51468,51468,Calcium Carbonate Crystals,Urine,Hematology,LabTest
lt_51463,51463,Bacteria,Urine,Hematology,LabTest
lt_51504,51504,Tyrosine Crystals,Urine,Hematology,LabTest
lt_52418,52418,Problem Specimen,Urine,Hematology,LabTest
lt_52422,52422,RUN,Urine,Hematology,LabTest
lt_51464,51464,Bilirubin,Urine,Hematology,LabTest
lt_51499,51499,Sperm,Urine,Hematology,LabTest
lt_52411,52411,Hgb,Urine,Hematology,LabTest
lt_51472,51472,Cholesterol Crystals,Urine,Hematology,LabTest
lt_51481,51481,Hemosiderin,Urine,Hematology,LabTest
lt_51512,51512,Urine Mucous,Urine,Hematology,LabTest
lt_52412,52412,HPF,Urine,Hematology,LabTest
lt_52413,52413,Leuks,Urine,Hematology,LabTest
lt_51508,51508,Urine Color,Urine,Hematology,LabTest
lt_51482,51482,Hyaline Casts,Urine,Hematology,LabTest
lt_51489,51489,NonSquamous Epithelial Cell,Urine,Hematology,LabTest
